name;iso_country;municipality;icao_code
Basay Emergency Airport;PH;Basay;
Sipalay (San Jose) Airport;PH;Sipalay;
Kabankalan City Domestic Airport (under construction);PH;Kabankalan;
Tambo Airport;PH;Tayasan;
Asturias Airstrip;PH;Asturias;
Medellin Airstrip;PH;Medellin;
Camella Santo Tomas North Trails Helipad;PH;Santo Tomas;
Cagayancillo Airstrip;PH;Cagayancillo;
Gingoog Airfield;PH;Gingoog;
Limasawa Airstrip;PH;Limasawa;
Latud Airport;PH;Rizal;
Punta Baja Airfield;PH;Rizal;
URC Tolong Airstrip;PH;Santa Catalina;
RSY Tolong Airstrip;PH;Santa Catalina;
National Power Corporation Maramag Heliport;PH;Maramag;
National Power Corporation Maramag Heliport;PH;Maramag;
Tanauan Airfield;PH;Tanauan;
Rizal (PNOC-EDC) Airport;PH;Kananga;
Bayug Airfield;PH;Burauen;
San Pablo Airfield;PH;Burauen;
Buri Airfield;PH;Burauen;
Dulag Airfield;PH;Dulag;
Carolina Airport;PH;Cadiz;
Sugkong Heliport;PH;Sison;
Northern Cement Corporation (NCC) Heliport;PH;Sison;
Ayala Tower 2 Helipad;PH;Makati;
Ricogen Building Helipad;PH;Makati;
SM Araneta City Heliport;PH;Quezon City;
Camp Aguinaldo Heliport;PH;Quezon City;
Omni Aviation Company (OAC) Airstrip;PH;Concepcion;
Inampologan Island Private Airstrip;PH;Sibunag;
Guimaras Provincial Capitol Heliport;PH;Jordan;
Alvarez Airport;PH;Ilog;
Skyland Plaza Tower A Heliport;PH;Makati;
Skyland Plaza Tower B Heliport;PH;Makati;
139 Corporate Center Heliport;PH;Makati;
One Southgate Tower Heliport;PH;Makati;
BMG Centre Heliport;PH;Makati;
Udenna Tower Heliport;PH;Taguig;
Asian Century Center Heliport;PH;Taguig;
W City Center Heliport;PH;Taguig;
PMI Tower Heliport;PH;Makati;
Eco Plaza Building Heliport;PH;Makati;
New Senate Building Helipad (under construction);PH;Taguig;
Fort Bonifacio Heliport;PH;Taguig;
Fort Andres Bonifacio Special and Technical Staff Building Heliport;PH;Taguig;
Anahao Airfield;PH;General Macarthur;
San Isidro (Dolores Timber) Airport;PH;Las Navas;
VICMICO Airfield;PH;Victorias;
Alicante Airfield;PH;Enrique B Magalona;
Cabatuan Airfield;PH;Cabatuan;
Dumarao Airfield;PH;Dumarao;
La Carlota Airfield;PH;La Carlota;
Camp Olivas Heliport;PH;San Fernando;
PAL-IFC Heliport;PH;Pasay;
Villar SIPAG Farm School Heliport;PH;Bacoor;
Bacoor City Hall Heliport;PH;Bacoor;
One Griffinstone Heliport;PH;Muntinlupa;
Asian Star Building Heliport;PH;Muntinlupa;
United Pulp and Paper Helipad;PH;Calumpit;
Jose B Lingad Memorial General Hospital Heliport;PH;San Fernando;
San Miguel Brewery San Fernando Helipad;PH;San Fernando;
SM City Telabastagan Heliport;PH;San Fernando;
Trace College Heliport;PH;Los Ba?os;
Ayala Alabang Heliport;PH;Muntinlupa;
Animal Island Heliport;PH;Kawit;
The Country Club Heliport;PH;Cabuyao;
Philippine National Police Academy Heliport;PH;Silang;
Island Park Heliport;PH;Dasmari?as;
Villar City Heliport;PH;Bacoor;
Robinsons Imus Heliport;PH;Imus;
Luisita Golf and Country Club Heliport;PH;Tarlac;
Capas National Shrine Heliport;PH;Capas;
The Village Rainbows End Heliport;PH;Baguio;
Lakefront Village Heliport;PH;Talisay;
TBCN Hub Heliport;PH;Tagaytay;
Tagaytay Highlands Heliport;PH;Tagaytay;
Bayleaf Cavite Heliport;PH;General Trias;
San Miguel Pure Foods Heliport;PH;General Trias;
First Cavite Industrial Estate Heliport;PH;Dasmari?as;
Philippine Christian Academy Heliport;PH;Dasmari?as;
NGCP Dasmari?as Substation Heliport;PH;Dasmari?as;
Metrobank Dasmari?as Cavite Heliport;PH;Dasmari?as;
Vista Mall Dasmari?as Heliport;PH;Dasmari?as;
Tierra Nevada Heliport;PH;General Trias;
Plastic City Heliport;PH;Valenzuela;
Manila Hospital Heliport;PH;Manila;
Monaco Strip Heliport;PH;Taytay;
Ambuklao Dam Heliport;PH;Bokod;
Binga Dam Heliport;PH;Itogon;
Gateway Mall Heliport;PH;Quezon City;
Robinsons Starmills Heliport;PH;San Fernando;
Lakeshore Pampanga Heliport;PH;Mexico;
Nonoc Airport;PH;Surigao City (Nonoc Island);
Magat River Multipurpose Project  Airstrip;PH;Ramon;
Legazpi City International Airport;PH;Legazpi City;
Bacolod City Domestic Airport;PH;Bacolod City;
Tagbilaran Airport;PH;Tagbilaran City;
Malaybalay Airport;PH;Malaybalay City;
Baganga (Lambajon) Airport;PH;Baganga;
Siasi Airport;PH;Siasi;
Woodland Airpark;PH;Magalang;
Menzi Airstrip;PH;Talakag;
FDC Misamis Coal Power Plant Heliport;PH;Villanueva;
Coast Guard SAR Base Hinobaan Heliport;PH;Hinobaan;
UDEV Airport;PH;Barobo;
Maduao Airstrip;PH;Panabo;
Nasuli (Bangcud) Airstrip;PH;Malaybalay;
Tumahubong Airstrip;PH;Sumisip;
Baluno Airstrip;PH;Isabela;
Malamawi Airstrip;PH;Isabela;
Limo-ok (LARBECO) Airstrip;PH;Lamitan;
SM J Mall Heliport;PH;Mandaue;
Canlubang Airstrip;PH;Calamba;
Pantabangan Dam Heliport;PH;Pantabangan;
Farm 7 Airfield;PH;Tagum;
Dansalan Airfield;PH;Marawi;
Camp Ranao Heliport;PH;Marawi;
Polomolok (Dole Cannery) Airstrip;PH;Polomolok;
Malubal Airstrip;PH;Roseller Lim;
Mangal Airstrip;PH;Sumisip;
San Luis Airstrip;PH;Caraga;
SODACO Airstrip;PH;San Isidro;
Lebak Airstrip;PH;Lebak;
T'Boli Airport;PH;T'Boli;
Padada Airstrip;PH;Hagonoy;
Padada Heliport;PH;Hagonoy;
Candon Airport (under construction);PH;Candon;
Anakan (Side 2) Airfield;PH;Gingoog;
Camp Evangelista Heliport;PH;Cagayan de Oro;
Patag Airfield;PH;Cagayan de Oro;
Del Monte Airfield;PH;Manolo Fortich;
Dalirig Airfield;PH;Manolo Fortich;
Matina Airfield;PH;Davao;
Licanan Airfield;PH;Panabo;
Libby Airfield;PH;Davao;
Valencia Airfield;PH;Valencia;
Digos (Daliao) Airfield;PH;Digos;
Wolfe Field;PH;Zamboanga;
Calarian Airfield;PH;Zamboanga;
NGCP Pitogo Substation Heliport;PH;Zamboanga;
Primex Tower Heliport;PH;San Juan;
NexGen Tower Heliport;PH;Pasay;
LausGroup Heliport;PH;San Fernando;
GLAS Tower Heliport;PH;Pasig;
Ubihan Heliport;PH;Meycauayan;
Grand Hyatt Manila Residences South Tower Heliport;PH;Taguig;
Philplans Corporate Center Heliport;PH;Taguig;
RCBC Heliport;PH;Taguig;
Parkway Global Tower Heliport;PH;Taguig;
Uptown Mall Heliport;PH;Taguig;
Kota Island (Loaita Island) Heliport;PH;Kalayaan (Kota Island / Loaita Island);
Barking Sands Airport;US;Kekaha;PHBK
Kawaihapai Airfield;US;Mokuleia;PHDH
French Frigate Shoals Airport;US;Tern Island;
Wheeler Army Airfield;US;Wahiawa;PHHI
Hana Airport;US;Hana;PHHN
Hickam Air Force Base;US;Honolulu;PHIK
Kapalua Airport;US;Lahaina;PHJH
Kalaeloa Airport;US;Kapolei;PHJR
Ellison Onizuka Kona International Airport at Keahole;US;Kailua-Kona;PHKO
Lihue Airport;US;Lihue;PHLI
Kalaupapa Airport;US;Kalaupapa;PHLU
Molokai Airport;US;Kaunakakai;PHMK
Waimea Kohala Airport;US;Waimea (Kamuela);PHMU
Kaneohe Bay MCAS (Marion E. Carl Field) Airport;US;Kaneohe;PHNG
Daniel K Inouye International Airport;US;Honolulu, Oahu;PHNL
Ford Island Naval Auxiliary Landing Field;US;Honolulu;
Lanai Airport;US;Lanai City;PHNY
Kahului International Airport;US;Kahului;PHOG
Port Allen Airport;US;Hanapepe;PHPA
Bradshaw Army Airfield;US;Waimea (Kamuela);PHSF
Hilo International Airport;US;Hilo;PHTO
Upolu Airport;US;Hawi;PHUP
Shikarpur Airport;PK;Shikarpur;
Basal Airport;PK;Basal;
Dalbandin Heliport;PK;Dalbandin;
Gilgit Heliport;PK;Gilgit;
Gurha Salim Heliport;PK;Gurha Salim;
Kharan East Airport;PK;Kharan;
Korangi Creek Heliport;PK;Karachi;
Mari Indus East Airstrip;PK;Kalabagh;
PAF Murid Air Base;PK;Murid;
Nushki Heliport;PK;Nushki;
Walton Heliport;PK;Walton;
Wateji Airstrip;PK;Wateji;
Sialkot Cantonment Airport;PK;Sialkot;
Khanpur Airport;PK;Khanpur;
Larkana Airport;PK;Larkana;
Petaro Airport;PK;Cadet College Petaro;
Jungshahi Airstrip;PK;Jungshahi;
Chota Malir Airstrips;PK;Karachi;
PAF Base Malir;PK;Karachi;
Sujawal Airport;PK;Sujawal;
Makli-Thatta Heliport;PK;Makli;
Tank Airport;PK;Tank;
Saranan Airport;PK;Saranan;
Spezand Airfield;PK;Spezand;
Notakzai Airport;PK;Notakzai;
Khai Airport;PK;Sadiqabad;
DHA City Helipad #1;PK;Karachi;
DHA City Helipad #2;PK;Karachi;
Hubco Township Heliport;PK;Hub;
PNS Akram Heliport;PK;Gwadar;
Akwal Airport;PK;Talagang;
Abbottabad University Of Science And Technology (AUST) Heliport;PK;Abbottabad;
Baloch Centre Helipad;PK;Abbottabad;
Pakistan Military Academy Helipad 1;PK;Abbottabad;
Pakistan Military Academy Helipad 2;PK;Abbottabad;
Pakistan Military Academy Helipad 9;PK;Abbottabad;
Pakistan Military Academy Helipad 10;PK;Abbottabad;
Pakistan Military Academy Helipad 7;PK;Abbottabad;
Pakistan Military Academy Helipad 8;PK;Abbottabad;
Pakistan Military Academy Helipad 5;PK;Abbottabad;
Pakistan Military Academy Helipad 6;PK;Abbottabad;
Comsats University Helipad;PK;Abbottabad;
Jamal Din Wali Airport;PK;Rahim Yar Khan;
Al Ghaba Airstrip;PK;Rahim Yar Khan;
Qadirpur Airport;PK;Ghotki;
Kozhak Heliport;PK;Shelabagh;
PAF Khalid Air Base;PK;Quetta;
Sheikh Badin Heliport;PK;Lakki Marwat;
Abbaspur Airfield;PK;Sargodha;
Sahiwal Airport;PK;Sahiwal;
Dadu Airport;PK;Dadu;
PNS Akram Parade Ground Heliport;PK;Gwadar;
Pishukan Heliport;PK;Pishukan;
Rimdan Border Patrol Heliport;PK;Tamp Kuh;
Jinnah Naval Base Port Heliport;PK;Ormara;
Jinnah Naval Base Main Heliport;PK;Ormara;
PNS Ahsan Heliport;PK;Ormara;
Ormara Koh Heliport;PK;Ormara;
PAF Dett Ormara Heliport;PK;Ormara;
SUPARCO Beach Airport;PK;Gaddani;
SUPARCO Heliport;PK;Gaddani;
SUPARCO Somniani Rocket Station Heliport;PK;Gaddani;
Keti Bunder Heliport;PK;Keti Bunder;
Shah Bandar Heliport;PK;Shah Bandar;
KNPC Helipads (4x);PK;Karachi;
Hubco Helipads (2x);PK;Hub;
Byco plant parking helipad;PK;Hub;
PAF Bholari;PK;;
House of Ali;PK;Bahria Town;
Taftan Heliport;PK;Taftan;
Prime Minister's Residence North Helipad;PK;Islamabad;
Prime Minister's Residence South Helipad;PK;Islamabad;
Chunian Heliped;PK;;
Shinkiari Heliport;PK;Shinkiari;
Kharian Airstrip;PK;Kharian;
Kharian Heliport;PK;Kharian;
Feteh Jang Airfield;PK;Feteh Jang;
Chak Jhumra Airstrip;PK;;
Kharan Airport;PK;Kharan;
Nushki Airport;PK;Nushki;
Jiwani Airport;PK;Jiwani;
Abbottabad Airport;PK;Abbottabad;
Korangi Creek Airport;PK;Karachi;
Kalat Airport;PK;Kalat;
Shekhupura Airport;PK;Shekhupura;
Mansehra Airport;PK;Mansehra;
Army Medical Corps Center Cricket Pitch Emergency Helipad;PK;Abbottabad;
Army Medical Corps Center Athletic Field Emergency Helipad;PK;Abbottabad;
Army Medical Corps Center Lawn Emergency Helipad;PK;Abbottabad;
Bhurban Heliport;PK;Bhurban;
Campbellpore Airport;PK;Campbellpore;
Gujrat Airport;PK;Gujrat;
Kadanwari Airport;PK;Kadanwari;
Reko Diq Airport;PK;Chagai;
Eniwetok Airport;MH;Eniwetok Atoll;PKMA
Marshall Islands International Airport;MH;Majuro Atoll;PKMJ
Dyess Army Air Field;MH;Roi-Namur;
Bucholz Army Air Field;MH;Kwajalein;PKWA
Pozna??-Bednary Airfield;PL;Pobiedziska;
Ko??obrzeg-Bagicz Airfield;PL;Bagicz;
Makowice Airfield;PL;Makowice;
Borsk Airfield;PL;Borsk;
Broczyno Air Base;PL;Czaplinek;
Brzeg-Skarbimierz Air Base;PL;Skarbimierz-Osiedle;
Chojna Airfield;PL;Chojna;
Nasielsk-Chrcynno Airfield;PL;Chrcynno;
D??blin-U?????? Air Base;PL;D??blin;
Debrzno Air Base;PL;Debrzno-Wie??;
Gda??sk-Wrzeszcz Air Base;PL;Gda??sk;
Gosty??-Gola Air Base;PL;Gosty??;
Gorz?w Wielkopolski Hospital Helipad;PL;Gorz?w Wielkopolski;
Brzezie Highway Strip;PL;Knieja;
Chociw  (Kanice) Highway Strip;PL;Kanice;
Debrzno (S??upia) Highway Strip;PL;S??upia;
D??bnica Kaszubska Highway Strip;PL;D??bnica Kaszubska;
Gdynia (Rumia) Highway Strip;PL;Kazimierz;
Granowo Highway Strip;PL;Grodzisk Wielkopolski;
Jaros??awiec Highway Strip;PL;Jaros??awiec;
Kliniska  (Szczecin) Highway Strip;PL;Goleni?w;
Koronowo Highway Strip;PL;Koronowo;
Leszno  (Rydzyna) Highway Strip;PL;Leszno;
??uk??cin  (Pobierowo) Highway Strip;PL;Pobierowo;
Machliny Highway Strip;PL;Czaplinek;
Mieszkowice Highway Strip;PL;Mieszkowice;
Miros??awiec  (Nowe Laski) Highway Strip;PL;Miros??awiec;
Mostowo Highway Strip;PL;Polan?w;
Osie  (Lipinki) Highway Strip;PL;??wiecie;
Ostrowy  (??obodno) Highway Strip;PL;K??obuck;
Rossoszyca  (Warta) Highway Strip;PL;Pierzchnia G?ra;
??roda ??l??ska  (Komorniki) Highway Strip;PL;??roda ??l??ska;
Wielbark Highway Strip;PL;Wielbark;
Wrze??nia Highway Strip;PL;Wrze??nia;
Aleksandr?w ???dzki Airport;PL;Aleksandr?w ???dzki;
Lotnisko Bia??ousy;PL;Sok???ka;
Bezmiechowa Airfield;PL;Bezmiechowa G?rna;
Brochocin Air Base;PL;Z??otoryja;
Sieradz Airfield;PL;Sieradz;
Lotnisko Sportowe Gubin;PL;;
D??bica Air Base;PL;Mirowo;
D??blin-Podlod?w Air Base;PL;D??blin;
D??bno Polskie Airfield;PL;Rawicz;
Goszczan?w Airfield;PL;Goszczan?w;
Jaworze Airfield;PL;Recz;
Krak?w-????g Heliport;PL;Krak?w;
Kroczewo Airstrip;PL;Zakroczym;
Krzewica Airport;PL;Mi??dzyrzec Podlaski;
??agowo Airstrip;PL;Dolsk;
Mi??dzylesie Airport;PL;Warsaw;
Nadarzyce Poligon Fake Airport;PL;Wa??cz;
Namys???w Airport;PL;Namys???w;
O??awa-Stanowice Air Base (closed);PL;O??awa;
Orsk Airstrip;PL;Szlichtyngowa;
Przasnysz-Sierakowo Airfield;PL;Przasnysz;
Radzewice Airport;PL;Mosina;
Radzy?? Podlaski-Marynin Airstrip;PL;Radzy?? Podlaski;
Rostki Airstrip;PL;Orzysz;
Skibno Airfield;PL;Skibno;
Szadek Airstrip;PL;Szadek;
Drahimek Airfield;PL;Czaplinek;
Watorowo Airfield;PL;Watorowo;
Wejherowo Airfield;PL;Gowino;
Weremie?? Airfield;PL;Weremie??;
Wschowa-??ysiny Airport;PL;Wschowa;
Wysokie Mazowieckie Air Base;PL;Wysokie Mazowieckie;
Zgorzelec-??arska Wie?? Airport;PL;Zgorzelec;
Krzywa Air Base;PL;R???yniec;
Gozdnica Airfield;PL;Gozdnica;
??wiebodzice Airfield;PL;??wiebodzice;
Szprotawa-Wiechlice Air Base;PL;Wiechlice;
Bystrzyca Klodzka Airfield;PL;Bystrzyca K??odzka;
Olesnica Air Base;PL;Ole??nica;
Kakolewo (former military);PL;K??kolewo;
Przytoczna Airfield;PL;Przytoczna;
??erniki G??dki Airfield;PL;??erniki;
Konstancin-Jeziorna Airfield;PL;Konstancin-Jeziorna;
Lipki Wielkie Airfield;PL;Lipki Wielkie;
Lotnisko Turo???? Ko??cielna;PL;;
Szczecinek-Wilcze Laski Airfield;PL;Wilcze Laski;
Dzia??y?? Airstrip;PL;Dzia??y??;
Wicko Morskie Air Base;PL;Wicko Morskie;
Kazimierza Ma??a Airfield;PL;Kazimierza Ma??a;
Sanok Heliport;PL;;
Stara Wie?? Field;PL;Stara Wie??;
Lw?wek Airport;PL;Lw?wek;
Zator;PL;;
Baran?w Airfield;PL;Baran?w;
Korne Airfield;PL;Korne;
Tworzyjan?w Airstrip;PL;Tworzyjan?w;
Baryt Air Base;PL;Stanis??aw?w;
Annowo Airstrip;PL;Annowo;
L??dowisko Wilga;PL;Wilga;
Gol??dzin?w Airstrip;PL;Gol??dzin?w;
Wyszonowice UL;PL;Wyszonowice;
Che??m??yca Airstrip;PL;Che??m??yca;
Nysa Airfield;PL;G????bin?w;
??agowiec;PL;??agowiec;
Grabowiec Airstrip;PL;??widnica;
??mi??owo Henryk Stok??osa Airfield;PL;Jeziorki;
Makosieje Airfield;PL;Makosieje;
Szklarka Przygodzicka Airfield;PL;Szklarka Przygodzicka;
Kamie??sk-Orla G?ra Airfield;PL;Kamie??sk;
Ulim;PL;Ulim;
Linowiec Airfield;PL;Linowiec;
Jasienna Airfield;PL;Jasienna;
Mostki Airstrip;PL;Mostki;
Herburtowo Forest Airfield;PL;Marianowo;
Konopki Airfield;PL;Konopki;
Pac???towo Airfield;PL;Pac???towo;
Lotnisko Mr??gowo;PL;Mr??gowo;
Paw??owiczki Airfield;PL;Paw??owiczki;
Solec Kujawski;PL;Solec Kujawski;
Horodek Airfield;PL;Solina;
??ernica Airfield;PL;??ernica Wy??na;
Rog?w Airstrip;PL;Rog?w-Parcela;
Kuka??y Airfield;PL;Kuka??y;
Oborniki S??onawy Airfield;PL;S??onawy;
??wiebodzin Airstrip;PL;??wiebodzin;
Be??chat?w Airstrip;PL;Ka??duny;
Rzepin Airstrip;PL;Rzepin;
Tarn?w Airfield;PL;Tarn?w;
Mi??dzyrzecz Airfield;PL;Mi??dzyrzecz;
K??pa Airfield;PL;K??pa;
Czy??e;PL;Czy??e;
Narew Helipad;PL;Narew;
Zawiszyn Airfield;PL;Zawiszyn;
Lisy Airstrip;PL;Lisy;
Stare Juchy Landing Site;PL;Jeziorowskie;
Bo??ykowo Airfield;PL;Spytkowo;
Antonowo Airfield;PL;Gi??ycko;
Zyzdrojowa Wola;PL;Zyzdrojowa Wola;
Lewickie Private Airstrip;PL;Lewickie;
Krynice Kolonia;PL;Krynice;
Brody Airfield;PL;Brody;
Szorce Airstrip;PL;Szorce;
????obek Ma??y Airfield;PL;????obek;
Oleszyce Airstrip;PL;Oleszyce;
Konstancin Heliport;PL;Ciszyca;
Jaryszewo Airstrip;PL;;
Wola Krakowia??ska;PL;;
??abia Wola Airstrip;PL;Zalesie;
Ryki Airstrip;PL;;
Wi??ckowy Airstrip;PL;Wi??ckowy;
Dobrosu???w Airfield;PL;;
Natolin Airfield;PL;Lipie;
Skorupy;PL;Skorupy;
Konarzyny Air Base;PL;Konarzyny;
Witnica Airstrip;PL;Witnica;
Folwark Piaski Airfield;PL;Piaski;
Lotnisko Orneta;PL;Orneta;
Donimierz Airfield;PL;Donimierz;
L??dowisko Pago D??bcze;PL;D??bcze;
Niebor?w-Bobrowniki Airfield;PL;Bobrowniki;
??owicz Airfield;PL;??owicz;
Brzeziny Airfield;PL;Brzeziny;
Kutno;PL;;
Konary Airstrip;PL;Brochow;
Suliszew 2 Airstrip;PL;Suliszew;
Skierniewice-Psary Airstrip;PL;Esterka;
Walend?w;PL;;
Stary Wielis??aw Airfield;PL;Stary Wielis??aw;
Bru??yczka Ma??a Airstrip;PL;Bru??yczka Ma??a;
Sowiniec;PL;Mosina;
Ikar Jas??o Airstrip;PL;Jas??o;
Heli Taxi Chocznia;PL;Chocznia;
Chojnice Airfield;PL;Chojnice;
Stary Kamie?? Airstrip;PL;Stary Kamie??;
Rytel-Uboga Airstrip;PL;Rytel;
D??biczek Airstrip;PL;D??biczek;
R???anki Airstrip;PL;K??odawa;
Ldza?? Airfield;PL;Ldza??;
L??dowisko Wlewsk;PL;;
Wielu??-Olewin Airfield;PL;Olewin;
Lotnisko Wisznice;PL;Wisznice;
Lotnisko Nadrybie;PL;;
L??dowisko Kamionka;PL;Sm??towo-Graniczne;
Gocza??kowice;PL;;
Wincent?w Airstrip;PL;Wincent?w;
K??pno Airstrip;PL;;
Majory Airstrip;PL;;
Czersk ??wiecki;PL;;
??niatowo Air Base;PL;??niatowo;
Kro??niewice Airstrip;PL;;
Osieczna Airfield;PL;;
Karminek Airfield;PL;;
Przybor?w Airfield;PL;Nowa S?l;
D??bno Airstrip;PL;Wo??owa;
??wi??ta Katarzyna Airstrip;PL;;
Wilk?w ??redzki;PL;;
Powodovo Airstrip;PL;;
Chalin 1 Airstrip;PL;;
Kr??psko Airfield;PL;Kr??psko;
Rawicz Airstrip;PL;;
Ksi??ginki Airstrip;PL;;
Podg?rze Airstrip;PL;;
Bogatynia Airstrip;PL;Bogatynia;
Niegowoniczki Airfield;PL;Niegowoniczki;
Smolnik Altiport;PL;;
Konopiska Airstrip;PL;;
Kaczowice Airfield;PL;;
??ody?? Airstrip;PL;??ody??;
Nowy Tomy??l Airstrip;PL;;
S??awno Airfield;PL;S??awno;
Stegna-Popowo Airfield;PL;Stegna;
Trzebicz Nowy Airfield;PL;Trzebicz Nowy;
Wilkowice Airstrip;PL;Wilkowice;
O??ar?w Airfield;PL;O??ar?w;
Tusz?w Narodowy Airfield;PL;Tusz?w Narodowy;
Brzeska Wola Airfield;PL;Brzeska Wola;
Rz??d?w Airstrip;PL;Rz??d?w;
R??czaje Airstrip;PL;R??czaje Polskie;
Iwno Airstrip;PL;Iwno;
Marianka Airfield;PL;Marianka;
Bojszowy Airstrip;PL;;
Boron?w;PL;;
Koszalin Zegrze Pomorskie Airfield;PL;Kurozw??cz;
Rewal-Ninikowo Private Airstrip;PL;Karnice;
G?rki Airfield;PL;Borowa;
Aircraft Emergency Heliport;PL;Bielska;
Metelin Airstrip;PL;;
Gostkowo Ultralight Airfield;PL;??ysomice;
Rysie Airstrip;PL;Rysie;
Cieszkowo Airstrip;PL;Cieszkowo;
Zgorzelec District Hospital Heliport;PL;Zgorzelec;
Pisarzowice Airport;PL;Luba??;
Nysa Hospital Heliport;PL;Nysa;
K??odzko District Hospital Heliport;PL;K??odzko;
Jelenia G?ra Valley Regional Medical Center Heliport;PL;Jelenia G?ra;
Dro??k?w Ultralight Airstrip;PL;Dro??k?w;
Nowe Tarnowo;PL;;
Bauer?wka Airfield;PL;S??dzisz?w Ma??opolski;
Lipowa Airstrip;PL;Lipowa;
Szczodrkowice Private Airstrip;PL;;
Nowa D??ba Helicopter Base;PL;Nowa D??ba;
Lipowa Airfield;PL;Lipowa;
Ikar Airfield;PL;Nowa S?l;
Kie??czynek Airfield;PL;Kie??czynek;
Por??ba Airfield;PL;Por??ba;
Wysoka Airfield;PL;Wysoka;
Ku??nia Raciborska Firefighting Airstrip;PL;Ku??nia Raciborska;
Otmice Airport;PL;Otmice;
??egocina Airfield;PL;??egocina;
Robakowo Airfield;PL;;
Kr????ce Airfield;PL;Kr????ce;
Tuszyn Airstrip;PL;??eromin;
Chobot Airstrip;PL;;
Nowy Bost?w Airfield;PL;Nowy Bost?w;
Suliszew 1 Airstrip;PL;Suliszew;
Ko??cieleczki Airfield;PL;Malbork;
Zielone Zacisze Airfield;PL;Stark?w;
Polanica-Zdr?j Specialty Medical Center Heliport;PL;Polanica-Zdr?j;
Kluczewo Air Base;PL;Stargard;
Fire Rescue Training Heliport;PL;Nowy S??cz;
Gniewskie Pole Airfield;PL;Gniewskie Pole;
Dylew Airfield;PL;Mogielnica;
Nadolna Airfield;PL;Nadolna;
Kielczyn Airfield;PL;Kielczyn;
Pokrzywki Airfield;PL;Brodnica;
Karlino Airfield;PL;Lubiechowo;
Wa??yczyk Airfield;PL;Wa??yczyk;
Lojaka Airfield;PL;Serock;
Niemiry Airstrip;PL;;
Redzikowo Air Base / S??upsk-Redzikowo Airport;PL;Redzikowo;
Legnica Airport;PL;Legnica;
Iwonicz Airfield;PL;Pustyny;
Bia??a Podlaska Air Base;PL;Bia??a Podlaska;
Drawsko Pomorskie Air Base;PL;Drawsko Pomorskie;
??aga??-Tomaszowo Air Base;PL;Tomaszowo;
G?raszka Airport;PL;Sulej?wek;
Miko??ajki Airport;PL;Miko??ajki;
Krak?w Rakowice-Czy??yny Airport;PL;Krak?w;
Sochaczew Air Base;PL;;
Bydgoszcz Aeroklub Airfield;PL;Bydgoszcz;EPBD
Borne Sulinowo Airfield;PL;Borne Sulinowo;
Dargomy??l-D??bno Airfield;PL;D??bno;
Cedynia Paraglider Field;PL;Cedynia;
Czerwonak Paraglider Field;PL;Murowana Go??lina;
Dejguny Airstrip;PL;Ster??awki Wielkie;
Mielno Seaplane Base;PL;Mielno;
Jastrz??bie-Zdr?j Heliport;PL;Jastrz??bie-Zdr?j;
Cassidy International Airport;KI;Kiritimati;PLCH
Tabuaeran Island Airport;KI;Tabuaeran Island;
Palmyra (Cooper) Airport;UM;Palmyra Island Atoll;
Washington Island Airstrip;KI;Teraina;
Henderson Field;UM;Sand Island;PMDY
Crosswinds Airfield;US;Sassamansville;
Cedar Run Airport;US;Dorseyville;
Offutt Acres Airport;US;East Brady;
Abington Memorial Hospital Heliport;US;Abington;
Fort Lee Heliport;US;Barnsboro;
Carlson Airport;US;Washington Township;
Cranes-N-Lifts Inc Heliport;US;White Haven;
Davis Airport;US;Chambersville;
Charles Cole Memorial Hospital Heliport;US;Coudersport;
Cash Creek Airport;US;Ulster;
Reno Airport;US;Enon Valley;
C & W Milliron Flying Field;US;Sigel;
Misty Hill Farm Airport;US;Ren Frew;
Greeley Airport;US;Coudersport;
Pabst Blue Ribbon Airport;US;Evans City;
Fairview Evergreen Airport;US;Fairview;
Hunts Cove Seaplane Base;US;Foxburg;
Car Tech Heliport;US;Reading;
University Of Pitt Medical Landing Area Heliport;US;Bradford;
Mercy Hospital Heliport;US;Pittsburgh;
Snider Seaplane Base;US;Freeport;
Lindsay Airport;US;Freeport;
St Clair Hospital Heliport;US;Pittsburgh;
Station 219 Heliport;US;Mercer;
Campbell's Heliport;US;Doylestown;
Schrenkel Airport;US;Cassville;
Sagulla Airport;US;Grove City;
Indiana Hospital Heliport;US;Indiana;
Piasecki Heliplex Heliport;US;Coatsville;
Flying R Airport;US;Harrisonville;
Rayne Airport;US;Home;
Fino Airport;US;Hookstown;
Culmerville Airport;US;Culmerville;
Moorhead Airpark;US;North East;
Practice Football Field;US;Indiana;
Merck/Upper Gwynedd Heliport;US;North Wales;
Wyoming Valley Medical Center Heliport;US;Wilkes-Barre;
River Hill Aviation Airport;US;Apollo;
Bullfly Ultralightport;US;Germansville;
Dunbar Airport;US;Kittanning;
Skyline Airstrip;US;Shoemakersville;
Summers Psnl Use Heliport;US;Linesville;
Mike's Heliport;US;Cochranville;
Strohmier Airport;US;Loretto;
AKM Airfield;US;Columbia Cross Roads;
Skala Airport;US;Mc Clellandtown;
Marion Center Speedway Airport;US;Marion Center;
Stitt Airport;US;Kittanning;
Motola's Paving Heliport;US;Lehighton;
Chero'kee Furko Heliport;US;Plum;
Cataney Airport;US;Midway;
Limerick Generating Station Heliport;US;Sanatoga;
Hilling International Airport;US;Huntingdon;
Deer Lakes Seaplane Base;US;Natrona Hgts;
